vin,make,model,year,age,price,mileage,city,state,region,population,lat,lng
JTHBK1GG1E2086778,Lexus,ES,2014,6,24888,30510,Carrollton,TX,South,135710,32.989,-96.8999
WBAPH7C53BE461834,BMW,3,2011,9,12751,87223,Fife,WA,West,10154,47.2328,-122.3518
1FTRX12829KB24395,Ford,F-1502WD,2009,11,11841,127846,Lewisville,TX,South,106021,33.0452,-96.9823
1FMCU9J98GUA86398,Ford,Escape4WD,2016,4,18240,46784,Newnan,GA,South,38909,33.3765,-84.776
2T1BURHE4EC034487,Toyota,CorollaLE,2014,6,11998,52527,Lake Elsinore,CA,West,66411,33.6846,-117.3344
5XYKT3A62FG662329,Kia,SorentoLX,2015,5,14987,60145,Byron,GA,South,5170,32.6475,-83.754
5N1AT2MV6GC860213,Nissan,RogueSV,2016,4,17799,11331,Post Falls,ID,West,33290,47.7203,-116.9396
1GT42XC86GF162776,GMC,Sierra,2016,4,61995,19761,Phoenix,AZ,West,4081849,33.5722,-112.0891
4S4BSANCXG3219371,Subaru,Outback2.5i,2016,4,28997,19145,Wilsonville,OR,West,24058,45.3107,-122.7706
1HGCT1B31EA007611,Honda,Accord,2014,6,17650,34377,Salisbury,MD,South,106034,38.3755,-75.5867
1FTFW1EFXCFC26107,Ford,F-1504WD,2012,8,23908,62596,Salisbury,MD,South,106034,38.3755,-75.5867
WBA3A5G50FNS83517,BMW,3,2015,5,28995,23050,Houston,TX,South,5446468,29.7869,-95.3905
1HGCT1B89DA002408,Honda,Accord,2013,7,13998,74026,Mechanicsville,VA,South,37674,37.6262,-77.3561
WBAVS13587FX15786,BMW,3,2007,13,8278,107174,Austin,TX,South,1638716,30.3006,-97.7517
1GC1KWEG3FF178322,Chevrolet,Silverado,2015,5,38995,77662,Albany,NY,Northeast,597270,42.6664,-73.7987
1HGCS2B87BA003935,Honda,Accord,2011,9,11992,90922,Atlanta,GA,South,5228750,33.7627,-84.4225
1GTV2UEH2EZ331509,GMC,Sierra,2014,6,29579,20761,Savannah,TN,South,8333,35.2211,-88.2359
19XFB2F58EE066409,Honda,Civic,2014,6,14777,27357,Roswell,GA,South,94786,34.0391,-84.3513
1GT125C84BF251522,GMC,Sierra,2011,9,37990,73832,Santa Fe,NM,West,110078,35.6619,-105.9819
1FDXF46P54EE06997,Ford,Super,2004,16,6500,187864,Lucedale,MS,South,2761,30.9312,-88.5959
1N4AL3APXEC120134,Nissan,Altima2.5,2014,6,13999,49414,Peoria,AZ,West,168181,33.7844,-112.299
1FTFW1ET9EKG48983,Ford,F-1504WD,2014,6,21650,80278,Fontana,CA,West,211815,34.0968,-117.4599
WBSBR93443PK00921,BMW,3,2003,17,13977,116798,Tacoma,WA,West,213418,47.2431,-122.4531
1FT7W2B6XGEC64169,Ford,Super,2016,4,31975,39418,Kansas City,KS,Midwest,152938,39.1234,-94.7443
WBA8E9C50GK645744,BMW,3,2016,4,27995,22345,Clovis,NM,West,42875,34.4376,-103.1923
1B7KF23Z01J610859,Dodge,Ram,2001,19,9994,105399,Point Pleasant,NJ,Northeast,18651,40.0772,-74.0702
1GC1KYC88BF124418,Chevrolet,Silverado,2011,9,35000,146471,Cullman,AL,South,19114,34.1777,-86.8399
1G1ZE5ST6HF188649,Chevrolet,MalibuLT,2017,3,17233,25386,Victorville,CA,West,346948,34.5277,-117.3536
1FTFW1EF4EKE45705,Ford,F-1504WD,2014,6,19999,88207,Texarkana,TX,South,80145,33.4487,-94.0815
1J4RR4GG3BC712893,Jeep,Grand,2011,9,14450,104792,Post Falls,ID,West,33290,47.7203,-116.9396
WBA8B9G59HNU09516,BMW,3,2017,3,36777,8557,Encinitas,CA,West,63184,33.049,-117.2613
3FA6P0H77FR279761,Ford,FusionSE,2015,5,15720,32504,Plattsmouth,NE,Midwest,6544,41.0053,-95.894
1FMCU5K35AKD22057,Ford,Escape4WD,2010,10,11325,83673,Wake Forest,NC,South,42269,35.9634,-78.5139
1GCRCSECXEZ284981,Chevrolet,Silverado,2014,6,32500,11839,Naples,FL,South,21948,26.1505,-81.7936
1FTPW14V68FC24407,Ford,F-1504WD,2008,12,20900,79595,Dalhart,TX,South,8121,36.0579,-102.5123
1J4BA6H18AL157582,Jeep,Wrangler,2010,10,27999,74282,Puyallup,WA,West,41001,47.1794,-122.2902
3GTU2VEC6EG552200,GMC,Sierra,2014,6,39988,18227,Spring,TX,South,57932,30.0613,-95.383
1GCVKRECXEZ383407,Chevrolet,Silverado,2014,6,31995,13027,Hamilton,OH,Midwest,62092,39.3938,-84.5652
2GNFLGE3XD6237757,Chevrolet,EquinoxAWD,2013,7,18900,49882,Lancaster,OH,Midwest,44200,39.7249,-82.6049
1GNALCEK3GZ102400,Chevrolet,EquinoxFWD,2016,4,20750,22629,Jonesboro,GA,South,4755,33.5212,-84.3541
1FTFW1ET8CFA78304,Ford,F-1504WD,2012,8,24788,87289,Boise,ID,West,385218,43.6007,-116.2312
1VWCM7A31CC022544,Volkswagen,Passat4dr,2012,8,10999,72359,Las Vegas,NV,West,2073045,36.2333,-115.2654
2C4RC1BG5DR777574,Chrysler,Town,2013,7,11500,119846,Jacksonville,FL,South,1156291,30.3322,-81.6749
1FTFW1ET2CKD90738,Ford,F-1504WD,2012,8,29645,64346,Olympia,WA,West,196078,47.0417,-122.8959
3TMGZ5AN8HM102750,Toyota,Tacoma4WD,2017,3,40999,1986,Fort Collins,CO,West,303184,40.5475,-105.0651
WMWZC5C52CWL58024,MINI,Cooper,2012,8,16990,9544,Wappingers Falls,NY,Northeast,5508,41.5984,-73.9181
1C4RJFAG0EC506128,Jeep,Grand,2014,6,28946,41606,Elgin,IL,Midwest,112456,42.0385,-88.3229
2CNDL23F296210331,Chevrolet,EquinoxAWD,2009,11,9985,63314,Burton,OH,Midwest,1454,41.4708,-81.1456
1FTSW31P14EC23600,Ford,Super,2004,16,23987,82396,Wilsonville,OR,West,24058,45.3107,-122.7706
WBA3B3G52DNR81044,BMW,3,2013,7,24980,16723,Greenwood,IN,Midwest,57375,39.6019,-86.1073
5TFCZ5AN9GX016872,Toyota,Tacoma4WD,2016,4,32995,41203,Conway,SC,South,23714,33.8403,-79.0422
2T3RFREV0FW304934,Toyota,RAV44X4,2015,5,20491,28055,Dover,NH,Northeast,92234,43.1887,-70.8845
2GKALSEK2C6307333,GMC,TerrainFWD,2012,8,14970,83919,Lincoln,NE,Midwest,285118,40.8088,-96.6796
1FTFW1R69EFC18898,Ford,F-1504WD,2014,6,53777,41240,Mesa,AZ,West,496401,33.4017,-111.7181
4T1BE30K46U710688,Toyota,Camry4dr,2006,14,3999,144644,Totowa,NJ,Northeast,10817,40.9039,-74.2214
1GTV2VEC1EZ359957,GMC,Sierra,2014,6,32299,37638,Williamstown,NJ,Northeast,15191,39.6874,-74.9786
WBAXG5C5XDDY34710,BMW,5,2013,7,23495,33220,Roswell,GA,South,94786,34.0391,-84.3513
KMHD74LF9HU094416,Hyundai,Elantra4dr,2017,3,12994,27938,Lawrenceville,GA,South,29873,33.9525,-83.9928
1GCEK14Z24Z239775,Chevrolet,Silverado,2004,16,7995,126913,Cleveland,OH,Midwest,1730363,41.4767,-81.6805
3VWD17AJ0EM300055,Volkswagen,Jetta,2014,6,11978,23881,Devon,PA,Northeast,1749,40.0496,-75.4271
1FADP3F26GL217493,Ford,FocusSedan,2016,4,10914,40205,Escondido,CA,West,151969,33.1347,-117.0723
5TFRX5GN8HX076814,Toyota,Tacoma2WD,2017,3,24678,10569,Beaumont,TX,South,148954,30.085,-94.1451
1GCRCREC5FZ351237,Chevrolet,Silverado,2015,5,25245,75263,Gainesville,GA,South,156248,34.2902,-83.8303
3GTU2NEC5HG134814,GMC,Sierra,2017,3,44500,5586,Macon,GA,South,152663,32.8065,-83.6974
2C4RDGCG2HR554333,Dodge,Grand,2017,3,21394,18106,Souderton,PA,Northeast,7008,40.311,-75.3223
5NPE34AF0GH265604,Hyundai,Sonata2.4L,2016,4,17792,6828,Homestead,FL,South,69907,25.4665,-80.4472
KNAGM4A70F5527714,Kia,OptimaLX,2015,5,12900,44517,Hollywood,FL,South,153627,26.0294,-80.1679
2T3BFREV7DW071472,Toyota,RAV44X4,2013,7,16995,47329,Fredericksburg,VA,South,164976,38.2992,-77.4872
2GNALCEK3G1116502,Chevrolet,EquinoxFWD,2016,4,19399,19795,Royal Oak,MI,Midwest,59112,42.5084,-83.1539
3GCPCREC5FG323378,Chevrolet,Silverado,2015,5,29500,44398,DeRidder,LA,South,13617,30.8467,-93.2931
JTHBK262792093087,Lexus,IS,2009,11,15695,84000,Fort Worth,TX,South,874168,32.7812,-97.3472
1FM5K8D87FGA53546,Ford,ExplorerXLT,2015,5,25388,36310,Cheboygan,MI,Midwest,4371,45.6415,-84.4685
1GCNCPEX1CZ100202,Chevrolet,Silverado,2012,8,15495,85671,Boardman,OH,Midwest,34717,41.0334,-80.6671
KM8SR4HF1EU082699,Hyundai,Santa,2014,6,26499,17305,Tracy,CA,West,95982,37.726,-121.444
5TFUM5F15FX061881,Toyota,Tundra,2015,5,32795,20812,Dublin,GA,South,20493,32.5359,-82.9279
1FMCU9J91GUA65926,Ford,Escape4WD,2016,4,21744,34520,Joliet,IL,Midwest,148462,41.5189,-88.1499
3VWD17AJ3EM303516,Volkswagen,Jetta,2014,6,12700,35020,Coraopolis,PA,Northeast,5530,40.5148,-80.1627
2T2ZK1BA6FC197392,Lexus,RX,2015,5,38990,12170,Carlsbad,CA,West,115330,33.1247,-117.2837
1GTEK14T12Z167928,GMC,Sierra,2002,18,10995,171068,Royston,GA,South,2994,34.2859,-83.1097
3GCUKTEC5EG348251,Chevrolet,Silverado,2014,6,37685,18712,Towanda,PA,Northeast,4462,41.7706,-76.4472
WMWMF33519TU74119,MINI,Cooper,2009,11,8478,48328,Jersey City,NJ,Northeast,270753,40.7161,-74.0683
2T1BURHEXEC167898,Toyota,CorollaLE,2014,6,17995,18171,Albuquerque,NM,West,758523,35.1053,-106.6464
2G1FB1E30E9317134,Chevrolet,CamaroCoupe,2014,6,22899,23798,National City,CA,West,61363,32.6654,-117.0983
3VW2K7AJ4FM240464,Volkswagen,Jetta,2015,5,8999,58739,Santa Ana,CA,West,334136,33.7366,-117.8819
WBA8Z5C50GG500431,BMW,3,2016,4,35998,19051,Tempe,AZ,West,185038,33.3881,-111.9318
3GCPCREC3EG204906,Chevrolet,Silverado,2014,6,29455,58265,Denton,TX,South,440146,33.2176,-97.1419
4T1BF3EK4BU132270,Toyota,Camry4dr,2011,9,9497,71342,Fort Wayne,IN,Midwest,328564,41.0885,-85.1436
3TMJU4GN5FM193558,Toyota,Tacoma2WD,2015,5,25940,78998,Cerritos,CA,West,51020,33.8677,-118.0686
1GCVKPEC8FZ307738,Chevrolet,Silverado,2015,5,25509,44220,Brooklyn Park,MN,Midwest,80581,45.1112,-93.3505
1G1ZE5ST5HF199478,Chevrolet,MalibuLT,2017,3,17933,20283,Victorville,CA,West,346948,34.5277,-117.3536
KNAGM4A71F5584536,Kia,OptimaLX,2015,5,13888,26247,Montpelier,VT,Northeast,7484,44.2658,-72.5717
1C4RJFAG3CC189863,Jeep,Grand,2012,8,18891,48519,Doylestown,PA,Northeast,8315,40.3139,-75.128
KMHDH4AE8DU752048,Hyundai,Elantra4dr,2013,7,12095,39427,Augusta,GA,South,389383,33.3645,-82.0708
1GCRCPECXFZ297969,Chevrolet,Silverado,2015,5,24995,32703,Castroville,TX,South,4563,29.3512,-98.8721
1C4BJWFG9DL660751,Jeep,Wrangler,2013,7,31988,40974,Portsmouth,NH,Northeast,92513,43.058,-70.7826
KM8SM4HF3HU207592,Hyundai,Santa,2017,3,23255,21315,Augusta,GA,South,389383,33.3645,-82.0708
2HKRM4H7XEH693478,Honda,CR-VEX-L,2014,6,23200,6856,Glendale,WI,Midwest,12728,43.1288,-87.9277
1VWAT7A34EC055115,Volkswagen,Passat4dr,2014,6,10589,76790,Albuquerque,NM,West,758523,35.1053,-106.6464
3VWD67AJ1GM251775,Volkswagen,Jetta,2016,4,13995,31897,Tracy,CA,West,95982,37.726,-121.444
1HGFA16839L022467,Honda,Civic,2009,11,8000,106478,Baltimore,MD,South,2170504,39.3051,-76.6144
1C4BJWDG8CL280270,Jeep,Wrangler,2012,8,19487,121619,Gadsden,AL,South,61656,34.009,-86.0156
1GCHK29205E176733,Chevrolet,Silverado,2005,15,20980,110271,Hendersonville,NC,South,13954,35.3241,-82.4578
1HGCR2F54FA065214,Honda,Accord,2015,5,14995,48038,Burr Ridge,IL,Midwest,10818,41.7485,-87.9199
5YFBURHE6HP627689,Toyota,CorollaLE,2017,3,17857,2139,Metairie,LA,South,144822,29.9976,-90.1781
1HGCR2F55FA058384,Honda,Accord,2015,5,16513,61751,Duluth,GA,South,29463,34.0053,-84.1491
3FA6P0H75GR260675,Ford,FusionSE,2016,4,11780,38658,Tampa,FL,South,2804240,27.9942,-82.4451
2C4RDGBG3GR219744,Dodge,Grand,2016,4,17379,22942,Macon,GA,South,152663,32.8065,-83.6974
2G1FT1EW8D9125952,Chevrolet,CamaroCoupe,2013,7,25587,40722,Las Vegas,NV,West,2073045,36.2333,-115.2654
1C4BJWEGXGL221225,Jeep,Wrangler,2016,4,36999,31295,Bellingham,WA,West,126015,48.7543,-122.4687
1C4RJFBGXGC423565,Jeep,Grand,2016,4,29995,42200,Houston,TX,South,5446468,29.7869,-95.3905
4T1BF1FK5DU297914,Toyota,CamrySE,2013,7,15250,30801,Johnson City,TN,South,126589,36.3406,-82.3803
5YFBU4EE9DP162519,Toyota,CorollaLE,2013,7,9991,53892,West Palm Beach,FL,South,110222,26.7469,-80.1316
5N1AT2MV3GC809879,Nissan,RogueSV,2016,4,24950,18039,Harrisonburg,VA,South,74023,38.4362,-78.8735
1GC1KVE85GF197765,Chevrolet,Silverado,2016,4,47532,20064,Gardendale,AL,South,13906,33.6679,-86.8068
1GT120E87FF609511,GMC,Sierra,2015,5,53564,60314,Atmore,AL,South,6368,31.0927,-87.4763
4S4BSANC6H3215612,Subaru,Outback2.5i,2017,3,29390,7908,Ocala,FL,South,164712,29.178,-82.1511
1FTFW1EF3EFC06378,Ford,F-1504WD,2014,6,29995,28163,Valdese,NC,South,4431,35.7565,-81.5632
1G1ZE5ST3HF155981,Chevrolet,MalibuLT,2017,3,18999,11659,Baton Rouge,LA,South,583613,30.4419,-91.131
5XYZU3LA9EG173664,Hyundai,Santa,2014,6,18882,48603,Austin,TX,South,1638716,30.3006,-97.7517
1FT7W2BT5BEA58935,Ford,Super,2011,9,32300,116454,Raytown,MO,Midwest,29211,38.9944,-94.4641
1FADP3L93EL463397,Ford,FocusHatchback,2014,6,17773,25456,White Bear Lake,MN,Midwest,25888,45.0655,-93.015
1N4AL3AP9GC194891,Nissan,Altima2.5,2016,4,17194,10189,Winter Haven,FL,South,245237,28.0118,-81.7017
SALME1D44CA364323,Land,Rover,2012,8,36150,56310,Hardeeville,SC,South,5977,32.295,-81.0318
1VWAP7A37DC024007,Volkswagen,Passat4dr,2013,7,10999,32660,St. George,UT,West,113906,37.077,-113.577
1FTEW1EG2GFC52985,Ford,F-1504WD,2016,4,44375,13404,Springfield,VA,South,30556,38.7809,-77.1839
1C4RJFBG0HC603932,Jeep,Grand,2017,3,37709,7143,Lubbock,TX,South,262505,33.5642,-101.8871
1C4RJECG5EC348523,Jeep,Grand,2014,6,28990,67547,Daytona Beach,FL,South,68055,29.1994,-81.0982
3GTU2VEC6EG446118,GMC,Sierra,2014,6,27898,118352,Mobile,AL,South,318084,30.6782,-88.1163
3VWDZ7AJ4BM322208,Volkswagen,Jetta,2011,9,6999,109349,Chantilly,VA,South,24802,38.8868,-77.4453
5XYKTDA65DG353490,Kia,SorentoLX,2013,7,12348,112524,Pikeville,KY,South,7685,37.4807,-82.5262
19XFB2F54EE270799,Honda,Civic,2014,6,13065,36272,East Stroudsburg,PA,Northeast,56771,41.0023,-75.1779
KNMAT2MV1HP561050,Nissan,RogueSV,2017,3,24685,11,Auburn,AL,South,89577,32.6087,-85.4899
1GCGC23U04F191776,Chevrolet,Silverado,2004,16,12980,144793,Bellflower,CA,West,77772,33.888,-118.1271
1FTFW1EF9GFB13139,Ford,F-1504WD,2016,4,32983,16576,Imlay City,MI,Midwest,3773,43.0169,-83.0765
19XFC2F58HE045772,Honda,Civic,2017,3,18999,2898,Inver Grove Heights,MN,Midwest,35392,44.8247,-93.0596
1N4AL3AP0EC264730,Nissan,Altima2.5,2014,6,11000,63919,Niles,IL,Midwest,29482,42.0279,-87.81
1D7HU16N68J196599,Dodge,Ram,2008,12,18995,42782,Sneads Ferry,NC,South,2910,34.5564,-77.3824
3GCPKTE79CG212430,Chevrolet,Silverado,2012,8,29900,62481,Chehalis,WA,West,7533,46.6637,-122.9647
KNMAT2MT3GP720843,Nissan,RogueSV,2016,4,20888,35401,Joplin,MO,Midwest,86298,37.0759,-94.5006
1C4RJFBG4EC540166,Jeep,Grand,2014,6,28425,36098,Bowling Green,OH,Midwest,32572,41.3773,-83.6501
3GCPCTECXEG426131,Chevrolet,Silverado,2014,6,32580,62102,Savannah,GA,South,280082,32.0281,-81.1785
1GTV2UEH9FZ357624,GMC,Sierra,2015,5,28123,33023,Gainesville,GA,South,156248,34.2902,-83.8303
WMWXM5C57ET934022,MINI,Cooper,2014,6,15500,35279,Portland,OR,West,2052796,45.5371,-122.65
1GC1KXEG6FF532145,Chevrolet,Silverado,2015,5,45000,47968,Union City,GA,South,21370,33.5942,-84.5628
3GCRKSE31AG139163,Chevrolet,Silverado,2010,10,21741,82889,St. Louis,MO,Midwest,2078283,38.6358,-90.2451
KNMAT2MV2FP539569,Nissan,RogueSV,2015,5,18715,22298,Bronx,NY,Northeast,1455720,40.8501,-73.8662
1FTFX1EF7FFA15755,Ford,F-1504WD,2015,5,31862,31786,Kenosha,WI,Midwest,124888,42.5864,-87.8762
2HGFB2F53EH529675,Honda,Civic,2014,6,13585,34723,Corona,CA,West,167836,33.862,-117.5641
2T2BK1BA0AC063357,Lexus,RX,2010,10,19495,79416,Post Falls,ID,West,33290,47.7203,-116.9396
2GNALBEK8E6308797,Chevrolet,EquinoxFWD,2014,6,14250,58749,Birch Run,MI,Midwest,1476,43.2503,-83.7911
2G1FB1E31E9254299,Chevrolet,CamaroCoupe,2014,6,19558,39377,Spring,TX,South,57932,30.0613,-95.383
3GTU2VEJ9EG281311,GMC,Sierra,2014,6,38888,62832,Puyallup,WA,West,41001,47.1794,-122.2902
3GTP1UEH7EG187709,GMC,Sierra,2014,6,27518,54316,Austin,TX,South,1638716,30.3006,-97.7517
3TMCZ5AN7GM034339,Toyota,Tacoma4WD,2016,4,29800,11923,Miami,FL,South,6381966,25.7839,-80.2102
1C4BJWDG6HL521797,Jeep,Wrangler,2017,3,32898,15186,Frisco,TX,South,177286,33.1554,-96.8217
2HGFB2F50DH542138,Honda,Civic,2013,7,11423,48989,Chantilly,VA,South,24802,38.8868,-77.4453
4T1BF1FK7FU029286,Toyota,CamrySE,2015,5,12486,43869,Doral,FL,South,61130,25.8151,-80.3565
KMHDH4AE3FU278206,Hyundai,Elantra4dr,2015,5,11531,54908,Cocoa,FL,South,18532,28.382,-80.7674
2G1FC1E30E9128142,Chevrolet,CamaroCoupe,2014,6,20200,53220,San Jose,CA,West,1821899,37.3021,-121.8489
1FMCU0GX5GUA34843,Ford,EscapeFWD,2016,4,18712,14623,Newport News,VA,South,179388,37.1051,-76.5185
1G1ZE5ST3GF290831,Chevrolet,MalibuLT,2016,4,17990,42881,Goldsboro,NC,South,58972,35.3777,-77.972
1HGCS2B81AA009017,Honda,Accord,2010,10,10995,79324,Brooklyn Center,MN,Midwest,31006,45.0681,-93.3162
3GCUKSEC7FG138584,Chevrolet,Silverado,2015,5,38995,38547,Higginsville,MO,Midwest,4458,39.0652,-93.727
5J6RM4H75FL065416,Honda,CR-VEX-L,2015,5,23471,24465,Des Plaines,IL,Midwest,58193,42.0344,-87.9008
3GTP2VE27CG263778,GMC,Sierra,2012,8,30494,18371,Quakertown,PA,Northeast,8843,40.4398,-75.3456
19XFA1F6XBE006973,Honda,Civic,2011,9,9698,88586,Palatine,IL,Midwest,68644,42.1181,-88.043
1FMCU0GD7HUC87721,Ford,EscapeFWD,2017,3,22980,5575,Columbia,MO,Midwest,139945,38.9477,-92.3255
1FTEW1EG7FKD09557,Ford,F-1504WD,2015,5,42500,21923,Blue Springs,MO,Midwest,54945,39.0123,-94.2722
1FMCU0G94HUB46200,Ford,EscapeFWD,2017,3,17987,30902,Roselle,IL,Midwest,22794,41.9807,-88.0862
1HGCR3F88FA022074,Honda,Accord,2015,5,18999,33832,Ellicott City,MD,South,71737,39.2773,-76.8344
19XFA1F5XAE049151,Honda,Civic,2010,10,8999,87266,Great Falls,MT,West,65624,47.5022,-111.2995
2C4RDGBG6FR640033,Dodge,Grand,2015,5,11888,122823,Milwaukie,OR,West,20801,45.4447,-122.6221
WBA8B9G56HNU50539,BMW,3,2017,3,37999,6793,Mountain View,CA,West,81438,37.4,-122.0796
1HGCR2F33EA278264,Honda,Accord,2014,6,13997,39881,Freehold,NJ,Northeast,11894,40.2596,-74.2755
1HGCR2F3XEA275393,Honda,Accord,2014,6,16477,26600,Freehold,NJ,Northeast,11894,40.2596,-74.2755
1C4RJFBG0HC710415,Jeep,Grand,2017,3,36788,10839,Van Buren,AR,South,23509,35.448,-94.3529
5TFRM5F10EX073845,Toyota,Tundra,2014,6,20995,125944,Amarillo,TX,South,206072,35.1989,-101.831
3VW267AJXGM331048,Volkswagen,Jetta,2016,4,11550,38275,North Plainfield,NJ,Northeast,22060,40.6209,-74.4386
2GNALCEK6H6219465,Chevrolet,EquinoxFWD,2017,3,19995,14798,National City,CA,West,61363,32.6654,-117.0983
2A4RR5DG2BR604377,Chrysler,Town,2011,9,10300,112087,Oakland,CA,West,425195,37.7903,-122.2165
5TFCZ5AN5GX013595,Toyota,Tacoma4WD,2016,4,32829,20696,Fredericksburg,VA,South,164976,38.2992,-77.4872
1FTEW1CP8GKF47065,Ford,F-1502WD,2016,4,29991,16735,Plano,TX,South,286143,33.0502,-96.7487
1FTEW1EG2GFC27083,Ford,F-1504WD,2016,4,35773,27653,Live Oak,FL,South,7040,30.2956,-82.9847
2A8HR54129R529244,Chrysler,Town,2009,11,11395,86068,Jackson,MS,South,338185,32.3163,-90.2124
4T1BF1FK9FU054013,Toyota,CamrySE,2015,5,13991,53789,Lakeland,FL,South,291281,28.0557,-81.9545
1N4AL3AP7FC100960,Nissan,Altima2.5,2015,5,13916,29892,Boone,NC,South,25532,36.2111,-81.6668
1C4RJFAG7DC630668,Jeep,Grand,2013,7,19875,74479,Pueblo,CO,West,142351,38.2713,-104.6105
1GT12ZE86FF522011,GMC,Sierra,2015,5,50991,67827,Canyon,TX,South,15464,34.9877,-101.9179
1C4RJFAG7EC505574,Jeep,Grand,2014,6,21988,23863,Yonkers,NY,Northeast,202019,40.9466,-73.8674
5XYZU3LB9HG402213,Hyundai,Santa,2017,3,21788,39585,Joplin,MO,Midwest,86298,37.0759,-94.5006
3TMAZ5CN0GM018486,Toyota,Tacoma2WD,2016,4,32999,9939,Auburn,AL,South,89577,32.6087,-85.4899
2T2ZZMCA0GC004831,Lexus,RX,2016,4,39900,30513,Carlsbad,CA,West,115330,33.1247,-117.2837
5J6RM3H73EL012710,Honda,CR-VEX-L,2014,6,17198,63331,Delray Beach,FL,South,68749,26.455,-80.0905
2FMDK4JC8EBA09641,Ford,EdgeSEL,2014,6,16500,92198,Massillon,OH,Midwest,32342,40.7839,-81.5256
2CNALPEC4B6245753,Chevrolet,EquinoxFWD,2011,9,11991,76602,St. Petersburg,FL,South,263255,27.793,-82.6652
5XYPGDA54HG211994,Kia,SorentoLX,2017,3,22900,16366,Merrillville,IN,Midwest,34871,41.4728,-87.3197
5TFRY5F14FX182282,Toyota,Tundra,2015,5,28998,28406,La Habra,CA,West,62466,33.9278,-117.9513
3FA6P0HR3DR317906,Ford,FusionSE,2013,7,12365,73449,Huntersville,NC,South,56212,35.4057,-80.8729
2GNFLEEK5E6306903,Chevrolet,EquinoxAWD,2014,6,14989,61035,Victor,NY,Northeast,2717,42.982,-77.4097
5NPE24AF1GH332424,Hyundai,Sonata2.4L,2016,4,12881,40140,Fayetteville,NC,South,324700,35.0846,-78.9776
5XYKT4A65EG548409,Kia,SorentoLX,2014,6,19995,32360,Sherwood,AR,South,31081,34.8509,-92.2029
1FT7W2BT4EEB46623,Ford,Super,2014,6,34755,81649,Bradenton,FL,South,56508,27.49,-82.574
1G1FF1R70H0169308,Chevrolet,CamaroCoupe,2017,3,34995,10295,Thousand Oaks,CA,West,218729,34.1914,-118.8755
1C4RJEBG8HC795059,Jeep,Grand,2017,3,35482,18555,Prattville,AL,South,35498,32.4605,-86.4588
3VWPP7AJ2DM666366,Volkswagen,Jetta,2013,7,11731,68090,Seattle,WA,West,3643765,47.6211,-122.3244
1GC1KXC83EF169264,Chevrolet,Silverado,2014,6,42105,66849,Warsaw,IN,Midwest,32813,41.2443,-85.8478
1HGCR3F86DA013743,Honda,Accord,2013,7,17396,26290,Murrysville,PA,Northeast,19800,40.4456,-79.6555
1FTBF2A66FED37533,Ford,Super,2015,5,23996,35125,Channahon,IL,Midwest,12805,41.4211,-88.2593
5J6RM4H74GL056482,Honda,CR-VEX-L,2016,4,24796,30038,Cincinnati,OH,Midwest,1648254,39.1412,-84.506
1G1ZE5STXHF105322,Chevrolet,MalibuLT,2017,3,17233,28388,Fort Worth,TX,South,874168,32.7812,-97.3472
1GCVKREH2FZ375220,Chevrolet,Silverado,2015,5,28390,21975,Glendale Heights,IL,Midwest,34058,41.9196,-88.0785
1G1ZE5ST7HF131781,Chevrolet,MalibuLT,2017,3,17233,27657,Indianapolis,IN,Midwest,1564699,39.7771,-86.1458
WBA8F1C58HK439359,BMW,3,2017,3,41977,7051,San Rafael,CA,West,59070,37.9904,-122.5222
1VWBP7A39CC048456,Volkswagen,Passat4dr,2012,8,9000,93397,Punta Gorda,FL,South,19761,26.8934,-82.0516
1FADP3L92EL310025,Ford,FocusHatchback,2014,6,16500,51395,Annapolis,MD,South,39321,38.9706,-76.5047
5XYZTDLB2HG430086,Hyundai,Santa,2017,3,18679,36555,Woburn,MA,Northeast,39701,42.4869,-71.1543
4S4BRBAC9D3324180,Subaru,Outback2.5i,2013,7,14999,97529,Mount Airy,NC,South,19164,36.5083,-80.6155
3GTU2WE29CG228491,GMC,Sierra,2012,8,26987,97535,Greeley,CO,West,133750,40.4151,-104.7705
1N4AL3AP9GN305072,Nissan,Altima2.5,2016,4,18995,24022,Honolulu,HI,West,833671,21.3294,-157.846
2G1FF1E39E9125649,Chevrolet,CamaroCoupe,2014,6,17395,70898,Santa Paula,CA,West,30747,34.3521,-119.0698
3GCUKSEC8EG334578,Chevrolet,Silverado,2014,6,26997,114286,Devils Lake,ND,Midwest,7602,48.1131,-98.8753
1FTFW1EG4GFC85586,Ford,F-1504WD,2016,4,32589,15529,Oklahoma City,OK,South,955998,35.4676,-97.5137
2G1FT1EW4D9242170,Chevrolet,CamaroCoupe,2013,7,25991,44568,Fort Pierce,FL,South,45581,27.4256,-80.343
1FADP3F23EL351570,Ford,FocusSedan,2014,6,10465,55016,Greenville,NC,South,128385,35.5956,-77.3768
2GNALAEK1F1138873,Chevrolet,EquinoxFWD,2015,5,14980,31137,Katy,TX,South,18282,29.7905,-95.8353
WBAPH5G5XBNM75664,BMW,3,2011,9,12495,66601,Virginia Beach,VA,South,1480383,36.7335,-76.0435
5XYKT4A69EG483032,Kia,SorentoLX,2014,6,14350,55961,Emmaus,PA,Northeast,11454,40.5352,-75.4978
4S4BRCAC8E3292250,Subaru,Outback2.5i,2014,6,19991,41270,McKinney,TX,South,235134,33.2016,-96.6669
