vin,make,model,year,age,price,mileage,city,state,region,population,lat,lng
2FMTK4J96FBB00599,Ford,EdgeSEL,2015,5,24870,34283,Garner,NC,South,28858,35.6938,-78.6199
5TFDW5F16EX390162,Toyota,Tundra,2014,6,35995,24613,Suffolk,VA,South,90237,36.6953,-76.6398
3GCPKTE72DG130816,Chevrolet,Silverado,2013,7,23980,135148,Abilene,TX,South,114964,32.4543,-99.7384
4T1BF1FK7FU115777,Toyota,CamrySE,2015,5,15486,36555,Springville,UT,West,33294,40.1638,-111.6206
1FTSW31P76EA38132,Ford,Super,2006,14,24300,183457,Greensboro,NC,South,335588,36.0956,-79.8268
5TFAX5GN6GX066701,Toyota,Tacoma2WD,2016,4,23862,15382,Deerfield Beach,FL,South,80571,26.3049,-80.1277
1FMCU93Z78KE30717,Ford,Escape4WD,2008,12,5599,114966,Timonium,MD,South,10548,39.4463,-76.6083
2HGFB2F59EH544648,Honda,Civic,2014,6,13975,51079,Cincinnati,OH,Midwest,1648254,39.1412,-84.506
2HGFG3B58DH528520,Honda,Civic,2013,7,12781,55752,Montgomery,AL,South,255908,32.3473,-86.2666
1FADP3K27GL372737,Ford,FocusHatchback,2016,4,16900,3267,Phoenix,AZ,West,4081849,33.5722,-112.0891
2HGFG3B81FH523379,Honda,Civic,2015,5,15997,12617,Harrisonburg,VA,South,74023,38.4362,-78.8735
1C4BJWEG4GL225075,Jeep,Wrangler,2016,4,38999,15047,Manteca,CA,West,98736,37.7934,-121.2266
2GNALAEK3F6353187,Chevrolet,EquinoxFWD,2015,5,15846,26489,Winter Haven,FL,South,245237,28.0118,-81.7017
1HGFA16887L055039,Honda,Civic,2007,13,4990,147915,Crystal Lake,IL,Midwest,40421,42.2332,-88.3349
1FTFW1CT1EKD39477,Ford,F-1502WD,2014,6,31500,47244,Long Beach,CA,West,469450,33.798,-118.1675
KMHDU4AD3AU904879,Hyundai,Elantra4dr,2010,10,5500,93404,Calumet City,IL,Midwest,36633,41.6134,-87.5505
KM8SMDHF8HU225361,Hyundai,Santa,2017,3,25999,24129,Lindon,UT,West,10968,40.3414,-111.7188
5TFDY5F10FX441232,Toyota,Tundra,2015,5,39194,24494,Fairbanks,AK,West,64732,64.8353,-147.6534
1G1ZE5ST7HF110462,Chevrolet,MalibuLT,2017,3,17933,24860,Nanuet,NY,Northeast,18312,41.0957,-74.0155
WBAFR7C57BC604675,BMW,5,2011,9,14900,70944,San Jose,CA,West,1821899,37.3021,-121.8489
1FTEX1EM2EFC90927,Ford,F-1504WD,2014,6,24790,42139,Kennesaw,GA,South,34344,34.0262,-84.6177
4T1BF1FK0GU524639,Toyota,CamrySE,2016,4,15995,45455,Cedar Park,TX,South,75704,30.5105,-97.8197
2T3BFREV2FW317847,Toyota,RAV44X4,2015,5,15999,37164,Orlando,FL,South,1776841,28.4772,-81.3369
1GCUKREC1GF177280,Chevrolet,Silverado,2016,4,37995,23670,Missoula,MT,West,90218,46.8685,-114.0095
3VW2K7AJ5EM233876,Volkswagen,Jetta,2014,6,10590,29190,Vista,CA,West,101568,33.1896,-117.2386
1N4AL3AP5FN330971,Nissan,Altima2.5,2015,5,13405,40432,Nashville,TN,South,1076645,36.1715,-86.7843
1N4AL3AP0EN236799,Nissan,Altima2.5,2014,6,13888,59252,Hillsboro,OR,West,106894,45.5272,-122.936
1C4RJFAG8EC534095,Jeep,Grand,2014,6,22475,35395,West Palm Beach,FL,South,110222,26.7469,-80.1316
1HGCR2F38EA242022,Honda,Accord,2014,6,13900,32297,Elizabeth,NJ,Northeast,130215,40.6657,-74.1912
5TFEY5F11FX176793,Toyota,Tundra,2015,5,32239,36581,Claremont,CA,West,36015,34.1259,-117.7153
3GCUKREC6GG263702,Chevrolet,Silverado,2016,4,35999,20392,Fresno,CA,West,698021,36.7831,-119.7941
2GNALCEK1H6251028,Chevrolet,EquinoxFWD,2017,3,20800,18359,San Diego,CA,West,3210314,32.8312,-117.1225
1G1ZE5ST4HF175219,Chevrolet,MalibuLT,2017,3,17933,20145,Houston,TX,South,5446468,29.7869,-95.3905
1HGEM22695L004949,Honda,Civic,2005,15,7490,71593,Boulder,CO,West,126054,40.0249,-105.2523
2CNALDEC4B6243760,Chevrolet,EquinoxFWD,2011,9,11394,92750,Zanesville,OH,Midwest,41969,39.9567,-82.0133
3TMAZ5CN5GM006107,Toyota,Tacoma2WD,2016,4,31988,20279,Odessa,TX,South,147810,31.8831,-102.3406
2HKRM3H76EH531938,Honda,CR-VEX-L,2014,6,19995,49000,Austin,TX,South,1638716,30.3006,-97.7517
KM8SMDHFXHU210148,Hyundai,Santa,2017,3,25499,10049,West Park,FL,South,15153,25.984,-80.1923
1GCRCSE02DZ357183,Chevrolet,Silverado,2013,7,23407,66021,Beaumont,TX,South,148954,30.085,-94.1451
1HGCT1B87FA008341,Honda,Accord,2015,5,19900,39052,McKinney,TX,South,235134,33.2016,-96.6669
3FA6P0H74GR207465,Ford,FusionSE,2016,4,11991,37497,Garden Grove,CA,West,174226,33.7787,-117.9601
3GTRCUEA9AG224095,GMC,Sierra,2010,10,18000,87915,Carrollton,TX,South,135710,32.989,-96.8999
WMWMF33598TT64790,MINI,Cooper,2008,12,7700,83669,Sacramento,CA,West,1854698,38.5667,-121.4683
1FTFW1ETXEKD32301,Ford,F-1504WD,2014,6,37741,25773,Olive Branch,MS,South,37435,34.961,-89.8469
3GCEK23379G230659,Chevrolet,Silverado,2009,11,19054,88983,Warrensburg,MO,Midwest,22136,38.7619,-93.7277
1FTEW1EF1GKE05967,Ford,F-1504WD,2016,4,30974,29157,Carrollton,TX,South,135710,32.989,-96.8999
1GCSKSE30AZ131931,Chevrolet,Silverado,2010,10,19995,80348,Portsmouth,NH,Northeast,92513,43.058,-70.7826
2C4RDGBG7DR515829,Dodge,Grand,2013,7,11442,68865,Richardson,TX,South,116783,32.9717,-96.7092
4T1BF1FK7HU286595,Toyota,CamrySE,2017,3,20914,14027,Winston-Salem,NC,South,416581,36.1029,-80.261
3VWBX7AJ8BM368668,Volkswagen,Jetta,2011,9,5491,83823,Hollywood,FL,South,153627,26.0294,-80.1679
2HGFB2F97FH512866,Honda,Civic,2015,5,14200,78154,Round Rock,TX,South,123678,30.5254,-97.6659
1HGCR2F39HA221684,Honda,Accord,2017,3,18995,1233,Brooklyn Center,MN,Midwest,31006,45.0681,-93.3162
3GCPKSE73CG224373,Chevrolet,Silverado,2012,8,26990,77048,Vista,CA,West,101568,33.1896,-117.2386
2C4RDGBG8ER130930,Dodge,Grand,2014,6,14950,41096,Redmond,WA,West,64291,47.6762,-122.1169
3GCUKNEC1GG123341,Chevrolet,Silverado,2016,4,33595,28367,Chester,VA,South,21957,37.3531,-77.4342
5TFAZ5CN5GX016579,Toyota,Tacoma2WD,2016,4,35199,29034,Daytona Beach,FL,South,68055,29.1994,-81.0982
2G1FH1EJ1F9302026,Chevrolet,CamaroCoupe,2015,5,27910,34643,McKinney,TX,South,235134,33.2016,-96.6669
1VWBH7A39CC108510,Volkswagen,Passat4dr,2012,8,14695,36618,Las Vegas,NV,West,2073045,36.2333,-115.2654
19XFB2F57EE075019,Honda,Civic,2014,6,11990,37261,Pittsburg,CA,West,72141,38.0185,-121.897
1HGCP26348A141294,Honda,Accord,2008,12,6774,145464,Hollywood,FL,South,153627,26.0294,-80.1679
1FMCU0G7XFUC60472,Ford,EscapeFWD,2015,5,16955,27484,Buffalo,MN,Midwest,16744,45.1794,-93.8644
2HGFG3B59CH557328,Honda,Civic,2012,8,9695,76766,Tuscaloosa,AL,South,154204,33.2348,-87.5266
1FTFW1EF7FKE12117,Ford,F-1504WD,2015,5,38997,27270,Fond du Lac,WI,Midwest,54629,43.7718,-88.4397
1FM5K7D80FGC34854,Ford,ExplorerXLT,2015,5,25754,21543,Orlando,FL,South,1776841,28.4772,-81.3369
1GC1KVEY5HF101506,Chevrolet,Silverado,2017,3,53258,2500,Flagstaff,AZ,West,78628,35.1872,-111.6195
1FMCU0GX4FUA91095,Ford,EscapeFWD,2015,5,15999,47364,El Paso,TX,South,845674,31.8479,-106.4309
2HKRM3H73EH539785,Honda,CR-VEX-L,2014,6,19995,43086,El Paso,TX,South,845674,31.8479,-106.4309
1HGCM56736A064573,Honda,Accord,2006,14,7950,108185,Waterbury,CT,Northeast,191484,41.5583,-73.0361
5XYZTDLB0GG368671,Hyundai,Santa,2016,4,17800,41000,Reading,PA,Northeast,267300,40.34,-75.9267
5YFBURHE7GP415799,Toyota,CorollaLE,2016,4,14470,25156,Denison,TX,South,24380,33.7672,-96.5807
3TMJU4GN0FM175596,Toyota,Tacoma2WD,2015,5,27192,12744,Panama City,FL,South,145239,30.1995,-85.6003
5TFHW5F13FX431317,Toyota,Tundra,2015,5,37266,66918,Dothan,AL,South,71620,31.2335,-85.4068
1FADP3F24GL245969,Ford,FocusSedan,2016,4,14980,6801,Albuquerque,NM,West,758523,35.1053,-106.6464
JTHBE1D21E5001744,Lexus,IS,2014,6,27950,22946,Carrollton,TX,South,135710,32.989,-96.8999
2HKRM3H72GH535441,Honda,CR-VEX-L,2016,4,23900,22388,Gilroy,CA,West,116235,37.0047,-121.5856
1FTWW33P96EC61903,Ford,Super,2006,14,20994,130798,London,OH,Midwest,14597,39.8936,-83.4375
1GTV2UEH1EZ114775,GMC,Sierra,2014,6,28497,19440,Fond du Lac,WI,Midwest,54629,43.7718,-88.4397
1HGCR2F7XHA171736,Honda,Accord,2017,3,23250,15848,Humble,TX,South,15997,29.9921,-95.2655
1GTEK19BX5E197036,GMC,Sierra,2005,15,14391,113957,Norfolk,VA,South,244703,36.8945,-76.259
WBA5A7C52ED612636,BMW,5,2014,6,25958,39020,Kansas City,MO,Midwest,1615621,39.1239,-94.5541
WBA3A5C54EP602829,BMW,3,2014,6,22431,15779,Pompano Beach,FL,South,110473,26.2428,-80.1312
5XYPGDA50HG210602,Kia,SorentoLX,2017,3,21255,33800,Akron,OH,Midwest,565920,41.0798,-81.5219
WBAPL5C59BA918060,BMW,3,2011,9,17885,69487,Des Plaines,IL,Midwest,58193,42.0344,-87.9008
2C4RC1BG3GR293990,Chrysler,Town,2016,4,19550,52462,Ypsilanti,MI,Midwest,21076,42.2437,-83.6205
WMWXU1C50G2D11569,MINI,Cooper,2016,4,21900,2865,Concord,CA,West,654770,37.9722,-122.0016
1HGCR2F34EA174947,Honda,Accord,2014,6,16000,32580,Pasadena,CA,West,142647,34.1597,-118.139
JTHBW1GG0E2045997,Lexus,ES,2014,6,22991,59914,Houston,TX,South,5446468,29.7869,-95.3905
1GB3CZCG8DF227509,Chevrolet,Silverado,2013,7,29995,23388,Merrillville,IN,Midwest,34871,41.4728,-87.3197
1HGCR2F87FA151529,Honda,Accord,2015,5,18995,30483,Orlando,FL,South,1776841,28.4772,-81.3369
1C4RJFBG7EC568558,Jeep,Grand,2014,6,25391,42925,Little Ferry,NJ,Northeast,11000,40.8463,-74.0388
2T2BZMCA8GC007350,Lexus,RX,2016,4,46412,17277,Lakewood,CO,West,154958,39.6977,-105.1168
3FA6P0HD6ER118726,Ford,FusionSE,2014,6,10988,104094,Englewood,CO,West,34407,39.6468,-104.9942
SALME11455A193928,Land,Rover,2005,15,7995,106750,Houston,TX,South,5446468,29.7869,-95.3905
1C4BJWDG5GL249354,Jeep,Wrangler,2016,4,36910,14991,McKinney,TX,South,235134,33.2016,-96.6669
3GCUKRECXEG390093,Chevrolet,Silverado,2014,6,25803,72504,Van Wert,OH,Midwest,10557,40.8653,-84.5873
WBAFR1C55BC747301,BMW,5,2011,9,17986,47247,Miami Gardens,FL,South,113750,25.9433,-80.2426
JTHBF1D20F5053431,Lexus,IS,2015,5,30995,21967,Richmond,VA,South,1059907,37.5295,-77.4756
2T2GK31U17C018496,Lexus,RX,2007,13,16988,46479,Estero,FL,South,33048,26.4277,-81.7951
1FTEW1EGXFKE08454,Ford,F-1504WD,2015,5,44035,16802,Corpus Christi,TX,South,341435,27.7261,-97.3755
3D7KS28A88G146106,Dodge,Ram,2008,12,29991,65842,Purcell,OK,South,7521,35.018,-97.3747
4T1BF1FK3EU473537,Toyota,CamrySE,2014,6,16944,18923,Wilmington,NC,South,245910,34.2101,-77.886
3VWD07AJ6EM429033,Volkswagen,Jetta,2014,6,9999,20813,Tampa,FL,South,2804240,27.9942,-82.4451
1HGCR2F35FA039610,Honda,Accord,2015,5,15995,44998,Houston,TX,South,5446468,29.7869,-95.3905
JTHBA1D27G5024542,Lexus,IS,2016,4,29488,14460,Miami,FL,South,6381966,25.7839,-80.2102
1N4AL3AP6GC131456,Nissan,Altima2.5,2016,4,20419,6700,Chattanooga,TN,South,407182,35.0657,-85.2487
3TMLU4EN8CM089248,Toyota,Tacoma4WD,2012,8,26995,39546,Collinsville,IL,Midwest,24703,38.6769,-90.0059
4T1BE32K64U800645,Toyota,Camry4dr,2004,16,4995,161185,Arlington,TX,South,396394,32.6998,-97.1251
1HGCP26878A118863,Honda,Accord,2008,12,11888,78618,Milwaukie,OR,West,20801,45.4447,-122.6221
5YFBU4EE6DP147833,Toyota,CorollaLE,2013,7,7711,114660,Norman,OK,South,115065,35.2335,-97.3471
1C4RJFBG5EC362199,Jeep,Grand,2014,6,26690,43515,Fredericksburg,VA,South,164976,38.2992,-77.4872
1G1BE5SM6H7167840,Chevrolet,CruzeSedan,2017,3,16697,10304,Dallas,TX,South,5733259,32.7936,-96.7662
2C4RC1CG1DR610451,Chrysler,Town,2013,7,15900,80234,Harrison,AR,South,14096,36.2438,-93.1198
JTHBF1D23F5063080,Lexus,IS,2015,5,23981,22918,Wesley Chapel,FL,South,53414,28.2106,-82.3238
3GTRKVE39AG198690,GMC,Sierra,2010,10,18995,176085,Coeur d'Alene,ID,West,112935,47.704,-116.7933
1HGCR2F54HA040249,Honda,Accord,2017,3,20990,22569,Beavercreek,OH,Midwest,46948,39.731,-84.0624
3GCUKSEC3EG335895,Chevrolet,Silverado,2014,6,39995,36995,Missoula,MT,West,90218,46.8685,-114.0095
JTHBF1D27E5025026,Lexus,IS,2014,6,22930,39550,Buford,GA,South,14868,34.1187,-83.9915
WMWRF33547TG17702,MINI,Cooper,2007,13,5950,116782,Savannah,GA,South,280082,32.0281,-81.1785
1FTEW1CM0EKF37018,Ford,F-1502WD,2014,6,26863,52187,Pauls Valley,OK,South,5817,34.7236,-97.2291
1VWAT7A3XFC002825,Volkswagen,Passat4dr,2015,5,15995,18615,Cincinnati,OH,Midwest,1648254,39.1412,-84.506
WMWZB3C53EWR41986,MINI,Cooper,2014,6,16999,13461,Marietta,GA,South,61048,33.9532,-84.5422
4T1BE46K87U705606,Toyota,Camry4dr,2007,13,6989,134213,Orlando,FL,South,1776841,28.4772,-81.3369
2GNALDEK9E6157240,Chevrolet,EquinoxFWD,2014,6,20350,20720,Cocoa,FL,South,18532,28.382,-80.7674
2T2BK1BAXFC303375,Lexus,RX,2015,5,34495,24502,Akron,OH,Midwest,565920,41.0798,-81.5219
4T1BE46K47U188546,Toyota,Camry4dr,2007,13,9988,60199,Raleigh,NC,South,1018336,35.8324,-78.6438
SALSK25478A160238,Land,Rover,2008,12,13500,128816,Marietta,GA,South,61048,33.9532,-84.5422
SALSK25438A165758,Land,Rover,2008,12,16995,63606,Hayward,CA,West,160500,37.6328,-122.0772
JTHBJ46G172044281,Lexus,ES,2007,13,8995,134640,Sacramento,CA,West,1854698,38.5667,-121.4683
2GNFLHE37E6231535,Chevrolet,EquinoxAWD,2014,6,21994,36345,Rock Springs,WY,West,26710,41.5951,-109.2237
5TFAW5F13HX586762,Toyota,Tundra,2017,3,49991,13202,San Antonio,TX,South,2002530,29.4658,-98.5254
1FTWW33R68EB53761,Ford,Super,2008,12,24874,82317,Pinconning,MI,Midwest,1249,43.8573,-83.9638
1GC1KYC84EF185348,Chevrolet,Silverado,2014,6,34995,152228,Houston,TX,South,5446468,29.7869,-95.3905
1FMCU0GD2HUA13892,Ford,EscapeFWD,2017,3,20641,29089,Boerne,TX,South,16050,29.7844,-98.7289
1FADP3K26FL329117,Ford,FocusHatchback,2015,5,10999,47546,Reno,NV,West,433271,39.5497,-119.8483
1VWAT7A3XEC078155,Volkswagen,Passat4dr,2014,6,10984,64109,Hanford,CA,West,92066,36.3264,-119.6544
4T1BF1FK1FU498180,Toyota,CamrySE,2015,5,17350,25505,Milwaukee,WI,Midwest,1377808,43.0642,-87.9673
2GNALBEK8C6180980,Chevrolet,EquinoxFWD,2012,8,8500,117114,Bronx,NY,Northeast,1455720,40.8501,-73.8662
2GNALCEK4G1107615,Chevrolet,EquinoxFWD,2016,4,19995,13697,Spencerport,NY,Northeast,3659,43.1882,-77.8069
4S4BSAFC1H3292189,Subaru,Outback2.5i,2017,3,27550,9098,Tampa,FL,South,2804240,27.9942,-82.4451
1FTFX1EF2EFA82925,Ford,F-1504WD,2014,6,21995,75215,Boise,ID,West,385218,43.6007,-116.2312
1FM5K7D81EGC32853,Ford,ExplorerXLT,2014,6,24988,32704,Maitland,FL,South,17554,28.6295,-81.3718
1VWBT7A35FC057364,Volkswagen,Passat4dr,2015,5,15909,28213,Naperville,IL,Midwest,147682,41.7483,-88.1657
JTHBJ46G192317545,Lexus,ES,2009,11,15998,55304,Pembroke Pines,FL,South,170712,26.0128,-80.3382
2T1BURHE4FC426774,Toyota,CorollaLE,2015,5,16888,11205,Greenvale,NY,Northeast,1640,40.8118,-73.6262
2T1BU4EE2DC128356,Toyota,CorollaLE,2013,7,10994,31505,Holiday,FL,South,20745,28.1864,-82.7429
WBA3A5G56DNP21826,BMW,3,2013,7,21500,30146,Berkeley,CA,West,122324,37.8723,-122.276
1FTRF12215NB73448,Ford,F-1502WD,2005,15,7990,115081,Rockford,IL,Midwest,285562,42.2598,-89.0641
3VWPF71K46M801393,Volkswagen,Jetta,2006,14,5595,101592,Wilmington,NC,South,245910,34.2101,-77.886
1FTFW1CF4EFC83408,Ford,F-1502WD,2014,6,28985,29151,Fayetteville,NC,South,324700,35.0846,-78.9776
5XYZT3LB3HG451359,Hyundai,Santa,2017,3,19187,22815,Vero Beach,FL,South,16919,27.6463,-80.393
1G1ZE5STXHF133234,Chevrolet,MalibuLT,2017,3,16733,35598,Lakewood,WA,West,60296,47.1628,-122.5299
1FA6P0H76E5406713,Ford,FusionSE,2014,6,14609,36309,Bedford,IN,Midwest,14845,38.8602,-86.4895
1FADP3K25EL355593,Ford,FocusHatchback,2014,6,11877,30361,Peoria,AZ,West,168181,33.7844,-112.299
WBAPN7C54BA948184,BMW,3,2011,9,17998,61483,Austin,TX,South,1638716,30.3006,-97.7517
1FTRF12297KD46511,Ford,F-1502WD,2007,13,9999,84422,Puyallup,WA,West,41001,47.1794,-122.2902
3GCEC13J58G298799,Chevrolet,Silverado,2008,12,16750,96111,Ardmore,OK,South,21315,34.1943,-97.1253
1HGCP36879A015840,Honda,Accord,2009,11,10672,108387,Newport,NC,South,4617,34.772,-76.8771
4T1BF1FK9GU608488,Toyota,CamrySE,2016,4,16994,24555,Irving,TX,South,240373,32.8584,-96.9702
1FADP3F25GL294601,Ford,FocusSedan,2016,4,12452,47970,Avondale,AZ,West,217192,33.3858,-112.3236
JTHBF1D28E5009272,Lexus,IS,2014,6,23900,70235,Lubbock,TX,South,262505,33.5642,-101.8871
3GCUKSEC0FG518270,Chevrolet,Silverado,2015,5,38294,17941,Pikeville,KY,South,7685,37.4807,-82.5262
1HGCR2F84FA121386,Honda,Accord,2015,5,17500,42356,Peoria,AZ,West,168181,33.7844,-112.299
1GT125C84BF205379,GMC,Sierra,2011,9,35695,141430,Chillicothe,OH,Midwest,31671,39.3393,-82.9937
2HGFG3B83FH502274,Honda,Civic,2015,5,15975,20539,Beaverton,OR,West,97514,45.4779,-122.8168
1GCVKREH4FZ237890,Chevrolet,Silverado,2015,5,27410,44928,Denver,CO,West,2787266,39.7621,-104.8759
1FA6P0H71F5109995,Ford,FusionSE,2015,5,14295,64848,Parma,OH,Midwest,79167,41.3843,-81.7286
1HGCR2F82FA022940,Honda,Accord,2015,5,18400,20794,Winnsboro,LA,South,5078,32.1651,-91.721
2T1BURHE4GC533499,Toyota,CorollaLE,2016,4,13990,20206,Doral,FL,South,61130,25.8151,-80.3565
1HGCT2B88FA009374,Honda,Accord,2015,5,19900,34791,Fredericksburg,VA,South,164976,38.2992,-77.4872
2G1FD1E31F9184587,Chevrolet,CamaroCoupe,2015,5,19000,17713,Austin,TX,South,1638716,30.3006,-97.7517
3D7HU18N92G138153,Dodge,Ram,2002,18,8999,111146,Thornton,CO,West,136978,39.9205,-104.9443
2HGFB2F54EH537879,Honda,Civic,2014,6,14998,12684,New Castle,PA,Northeast,39742,40.9956,-80.3458
19XFB2F51EE238425,Honda,Civic,2014,6,11900,91693,Baltimore,MD,South,2170504,39.3051,-76.6144
3GTP2VE71CG225782,GMC,Sierra,2012,8,23988,69965,Grandville,MI,Midwest,15970,42.9003,-85.7564
JTMBFREV5FD134147,Toyota,RAV44X4,2015,5,18526,30192,Chicago,IL,Midwest,8675982,41.8373,-87.6862
5NPE24AF9GH336379,Hyundai,Sonata2.4L,2016,4,14549,40282,New Orleans,LA,South,1029123,30.0687,-89.9288
3FA6P0HR2DR220731,Ford,FusionSE,2013,7,10998,89693,Florence,KY,South,32305,38.99,-84.6471
2GNALPEK5D1175263,Chevrolet,EquinoxFWD,2013,7,14435,79903,Manchester,TN,South,11987,35.463,-86.0774
1FTFW1ET5EKE65032,Ford,F-1504WD,2014,6,35359,27547,Peoria,AZ,West,168181,33.7844,-112.299
2T2ZK1BAXFC159213,Lexus,RX,2015,5,32869,36389,Merriam,KS,Midwest,11212,39.0186,-94.6933
1FT7W2BT5FEA39470,Ford,Super,2015,5,48901,68717,Pauls Valley,OK,South,5817,34.7236,-97.2291
WBA3B9C53EP458999,BMW,3,2014,6,26995,59933,Great Neck,NY,Northeast,10303,40.8029,-73.7332
1HGCR2F37DA126308,Honda,Accord,2013,7,12995,92576,Garden Grove,CA,West,174226,33.7787,-117.9601
1FM5K7D81DGA24292,Ford,ExplorerXLT,2013,7,17000,95487,Jacksonville,NC,South,108872,34.7287,-77.394
2FMPK3J91GBB89706,Ford,EdgeSEL,2016,4,19999,6178,Orlando,FL,South,1776841,28.4772,-81.3369
3GCUKSEC3FG188351,Chevrolet,Silverado,2015,5,37990,46582,Fayetteville,NC,South,324700,35.0846,-78.9776
2C4RC1BG0FR730701,Chrysler,Town,2015,5,18499,40923,Sierra Vista,AZ,West,51571,31.563,-110.3153
1GT424E85FF110291,GMC,Sierra,2015,5,52998,61404,Grand Junction,CO,West,136688,39.0877,-108.5673
1FTWW33P05EC92018,Ford,Super,2005,15,19358,116907,Greeley,CO,West,133750,40.4151,-104.7705
1FTEW1EF7GKE97926,Ford,F-1504WD,2016,4,34995,26200,Loveland,CO,West,76701,40.4167,-105.0622
WBA5A5C56FD513680,BMW,5,2015,5,22499,57987,Miami Gardens,FL,South,113750,25.9433,-80.2426
1GCVKREC2GZ126518,Chevrolet,Silverado,2016,4,32890,23245,Oklahoma City,OK,South,955998,35.4676,-97.5137
1C4BJWFG1DL512111,Jeep,Wrangler,2013,7,34375,55260,Arlington,WA,West,19212,48.1697,-122.1446
KNMAT2MT6FP573612,Nissan,RogueSV,2015,5,14986,25215,Bradenton,FL,South,56508,27.49,-82.574
1FTRW08LX3KC90809,Ford,F-1504WD,2003,17,10995,182382,Butte,MT,West,30628,45.902,-112.6571
3FA6P0H7XER379268,Ford,FusionSE,2014,6,11800,70779,Bullhead City,AZ,West,49531,35.1205,-114.546
1GTV2UEH4EZ107237,GMC,Sierra,2014,6,22900,82501,Round Rock,TX,South,123678,30.5254,-97.6659
1FT8W3DT1GEC02009,Ford,Super,2016,4,61988,17574,Little Rock,AR,South,442699,34.7255,-92.358
2GNALBEK1C1124702,Chevrolet,EquinoxFWD,2012,8,9995,114110,Fort Payne,AL,South,7048,34.4558,-85.6966
1C4RJFCG9EC587465,Jeep,Grand,2014,6,28900,34174,Chantilly,VA,South,24802,38.8868,-77.4453
1GCRCREH1GZ366315,Chevrolet,Silverado,2016,4,31900,21385,Jacksonville,AR,South,28513,34.8807,-92.1302
1G1FH1R75G0135180,Chevrolet,CamaroCoupe,2016,4,36999,15104,Baird,TX,South,1504,32.396,-99.3962
2HKRM4H75EH684672,Honda,CR-VEX-L,2014,6,18987,50684,Frederick,MD,South,154972,39.4336,-77.4157
2FMDK4JC2EBA94752,Ford,EdgeSEL,2014,6,19995,70370,Grand Rapids,MI,Midwest,602694,42.9615,-85.6557
1C4HJWDGXFL539940,Jeep,Wrangler,2015,5,29475,33356,Woodland,CA,West,60062,38.6712,-121.75
3GCUKREHXFG230101,Chevrolet,Silverado,2015,5,28500,24221,Plainfield,IN,Midwest,32865,39.6956,-86.3708
1GTHK236X8F227049,GMC,Sierra,2008,12,31985,53255,Slidell,LA,South,93882,30.2881,-89.7826
2C4RC1CGXER466979,Chrysler,Town,2014,6,21725,37484,Columbia,MO,Midwest,139945,38.9477,-92.3255
1HGCG3259YA026008,Honda,Accord,2000,20,4699,159015,Shoreline,WA,West,56189,47.7564,-122.3426
WBAWR33517PX79058,BMW,3,2007,13,15988,44130,Cypress,CA,West,49064,33.8171,-118.0386
1C4RJFAG2HC781794,Jeep,Grand,2017,3,38280,92,Fayetteville,NC,South,324700,35.0846,-78.9776
5XYZU3LB8DG115293,Hyundai,Santa,2013,7,13488,73092,Glenview,IL,Midwest,47659,42.0825,-87.8216
5XXGT4L39GG014491,Kia,OptimaLX,2016,4,15900,17762,Port Charlotte,FL,South,59654,26.9918,-82.114
JTHBK1GG7D2073161,Lexus,ES,2013,7,22985,64944,Columbus,OH,Midwest,1528314,39.986,-82.9851
4T1BF3EK1AU100620,Toyota,Camry4dr,2010,10,8795,84865,Riverdale,NJ,Northeast,4247,40.9921,-74.3125
1FTSW21R08ED67608,Ford,Super,2008,12,31245,52105,Collins,MS,South,2481,31.6469,-89.5669
1C4RJFAG0FC190280,Jeep,Grand,2015,5,25985,9465,Dublin,OH,Midwest,47619,40.1112,-83.1453
5J6RM3H79DL022530,Honda,CR-VEX-L,2013,7,17883,41924,Leesburg,FL,South,148161,28.7658,-81.8995
KNAGM4A77D5418499,Kia,OptimaLX,2013,7,10994,65497,Leesburg,GA,South,3765,31.7325,-84.1687
3VWD17AJ6EM443947,Volkswagen,Jetta,2014,6,11899,39788,Gardena,CA,West,60224,33.8944,-118.3073
1GTR1VEC9EZ413235,GMC,Sierra,2014,6,26980,68770,Augusta,ME,Northeast,21994,44.3341,-69.7319
2GKALMEK5E6200470,GMC,TerrainFWD,2014,6,16333,45247,Tulsa,OK,South,672054,36.1284,-95.9043
19XFB2E54FE062490,Honda,Civic,2015,5,15495,32440,Ardmore,PA,Northeast,13193,40.0032,-75.2947
3D7MS48C25G778181,Dodge,Ram,2005,15,24997,145702,Columbia,KY,South,5019,37.1037,-85.3073
2CTALSEC6B6429944,GMC,TerrainFWD,2011,9,9000,157228,Brooksville,FL,South,8147,28.5405,-82.3903
WBAVC57588NK77972,BMW,3,2008,12,6995,111116,Detroit,MI,Midwest,3522206,42.3834,-83.1024
5XXGM4A78FG378113,Kia,OptimaLX,2015,5,13195,31530,Rochester,NY,Northeast,711998,43.168,-77.6162
1FADP3F22EL271242,Ford,FocusSedan,2014,6,12499,27881,Mesa,AZ,West,496401,33.4017,-111.7181
2T2ZK1BA0FC156658,Lexus,RX,2015,5,31995,49598,Friendswood,TX,South,39839,29.5112,-95.1979
1FADP3F21FL214340,Ford,FocusSedan,2015,5,11341,27907,Charlotte,NC,South,1467362,35.2079,-80.8304
1C4RJFAG9GC404328,Jeep,Grand,2016,4,23699,28246,Nicholasville,KY,South,30600,37.8904,-84.5668
